scorer,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000,DeepCut_resnetNone_PupilLabAug31shuffle1_1030000
bodyparts,c1,c1,c1,m1,m1,m1,m2,m2,m2,m3,m3,m3,m4,m4,m4,m5,m5,m5,m6,m6,m6,m7,m7,m7,m8,m8,m8
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4961,303.4907215,209.4772968,1,363.3964366,207.054635,1,344.3689308,174.6353343,1,313.1473131,162.8757687,1,279.8410766,178.2372336,1,261.0773593,209.2598147,1,270.672143,246.1278439,1,307.9684407,264.3861141,1,348.6765393,242.5041994,0.999999881
4962,314.0638959,205.4713593,1,370.6166959,205.5094322,1,353.3047967,171.5790319,1,320.8927851,160.0204883,1,288.0900254,172.8476906,1,269.5382904,204.9652224,1,278.8728545,239.6444752,1,315.7646742,258.4339952,1,356.1216661,240.706152,1
4963,330.849617,193.3096333,1,383.9381678,193.2512221,1,367.2745502,162.8847842,1,337.7585683,148.7045021,1,303.6973228,164.2767286,1,283.0648875,193.7463045,1,290.6096087,225.5399313,1,330.440624,244.6094923,1,368.5807548,228.0035295,1
4964,354.4907336,177.8940716,1,404.4511786,177.3771968,1,388.0700674,151.7539399,1,358.0401766,137.1172824,1,325.755249,150.4554777,1,305.6803322,178.5170999,1,312.9412608,209.6448088,1,352.4281216,225.6621518,1,391.4087548,208.1239157,1
4965,363.481905,175.7818432,1,408.3444052,174.1738224,1,393.6582708,147.8154063,1,366.6929762,135.7014434,1,337.2637482,146.4905548,1,321.3344831,174.0162377,1,333.3133612,205.0324383,1,361.4698257,218.2483177,1,394.6832731,203.8165007,1
4966,362.5886183,175.1867838,1,405.98533,175.0335953,1,392.2043943,150.7039361,1,366.1907127,138.7846637,1,338.705752,149.2147856,1,324.6162403,173.8952007,1,334.1551952,202.3226547,1,360.7792802,216.5153532,1,392.6628227,203.2116532,1
4967,363.7715464,174.8933189,1,404.1819363,173.1659048,1,391.9594455,150.6686711,1,366.0832579,139.5533695,1,342.0581362,148.5182238,1,328.8465462,174.3826561,1,338.640924,199.7257862,1,363.7321288,211.5832758,1,392.2295079,199.1114073,1
4968,364.3361326,172.9636507,1,403.3359107,172.8219414,1,391.3990314,150.4187901,1,366.9009817,139.0678158,1,342.945766,148.6633596,1,329.3172765,172.7934017,1,338.8884355,197.2952509,1,363.4532456,208.8196154,1,390.610002,197.2247324,1
4969,363.9133993,172.1284494,1,402.202902,171.6414385,1,389.6069847,149.9156466,1,366.8415036,139.3294659,1,342.7153385,148.3196793,1,330.2905202,172.2606125,1,339.0290813,195.071115,1,362.2586069,207.4999743,1,388.9155696,195.2565937,1
4970,363.3892126,170.0749183,1,400.5925045,169.7645321,1,389.5867639,148.0537319,1,366.2786496,137.6374683,1,341.9560138,146.3765345,1,330.4715686,170.3382249,1,339.7528381,194.2303843,1,361.5570276,204.1370039,1,387.9553116,192.2813511,1
4971,362.2051883,168.1093349,1,400.1004515,167.798703,1,386.9195938,145.2746739,1,362.9404807,135.7330234,1,339.5850697,144.7886353,1,327.2182651,168.6499143,1,336.6567502,194.004581,1,359.8965516,204.1176233,1,387.4078422,191.791712,1
4972,362.5188155,170.2453694,1,401.2345848,170.0523243,1,388.5631932,146.4425788,1,363.9340644,136.9811287,1,340.6019064,145.3979588,1,327.1660342,170.297658,1,336.4706831,195.4468985,1,359.8129823,206.2394092,1,388.1119371,194.0433974,1
4973,364.2593231,170.7605929,1,404.2510549,169.6784406,1,390.4503615,145.0974026,1,365.9396019,135.0104535,1,341.6218501,145.1179781,1,327.3749714,170.1868963,1,337.4951072,196.2845669,1,362.1563435,207.2233164,1,390.9350841,195.025506,1
4974,330.5489025,178.9774618,1,362.9761471,179.0752254,1,355.2462115,156.3038673,1,332.4993348,147.306952,1,307.9361234,157.5831194,1,294.6130788,179.0951247,1,304.3404756,201.9564986,1,328.7498467,212.4351063,1,355.9710207,199.7846324,1
4975,325.7968583,190.0551176,1,362.2768793,190.3217669,1,354.3252639,164.4155197,1,330.1594902,157.1222601,1,305.7714281,169.6009059,1,290.7169304,192.4271684,1,301.8837143,219.1469727,1,323.5738153,229.6654285,1,353.1260872,216.3183193,1
4976,315.9731148,205.5498142,1,354.4328117,206.3550274,1,344.047205,180.3613272,1,320.2707863,171.4385653,1,292.6565533,184.6645904,1,280.1673656,208.4319725,1,290.451396,232.8734689,1,314.6075989,244.7638416,1,344.1275978,230.1050587,1
4977,314.8981857,197.7674952,1,348.9394331,197.7506068,1,339.988255,174.4626513,1,317.5715868,165.1933565,1,291.6191964,177.5133357,1,278.7751086,199.7296772,1,288.8316336,221.896237,1,312.2291989,233.2778964,1,339.9651952,220.7130756,1
4978,336.9566238,188.7373009,1,377.5660067,188.7327191,1,364.3984629,162.098495,1,338.634521,153.3019838,1,313.1893263,165.5262671,1,298.278072,189.7529421,1,309.6714807,215.9878182,1,336.1956973,229.5708164,1,366.211884,215.7986879,1
4979,338.4953686,187.2898502,1,379.055499,187.5270672,1,366.9848154,162.2368178,1,340.8177013,151.5914757,1,315.7897857,164.0305996,1,300.8547552,188.9965363,1,311.713953,214.4800467,1,336.4246907,227.2896662,1,368.1433969,214.5655162,1
4980,340.7178884,187.4004722,1,380.229402,187.6908569,1,368.2244468,162.2878327,1,343.783953,152.8017521,1,319.7252226,163.573204,1,304.3476725,188.9212694,1,314.672405,214.0110312,1,338.3268771,225.7966738,1,369.6957927,212.6796708,1
4981,341.9142339,185.0365238,1,380.5562831,185.6620064,1,368.2985778,161.7899222,1,344.4977012,152.2729535,1,320.4215369,163.1153479,1,305.7171574,186.5051603,1,315.9466549,211.592895,1,339.3626323,223.2503347,1,369.0427823,211.3433986,1
4982,341.8021351,185.7225313,1,380.5708233,185.7777004,1,368.5868506,161.5682998,1,344.4759798,152.327352,1,320.2333627,163.6261988,1,305.7267261,186.9779673,1,316.9000756,211.09547,1,339.9455523,222.0260885,1,369.5770612,210.6269341,1
4983,342.3652167,185.365521,1,379.4341245,185.131494,1,368.6788411,161.3780389,1,345.2639146,152.082449,1,322.2592692,163.0251131,1,307.9233591,187.1083798,1,317.2613033,210.3964543,1,340.453319,221.6043396,1,368.9521837,210.3896055,1
4984,344.368875,183.7390194,1,380.9660258,184.3249922,1,370.5299525,160.9342499,1,347.2887115,151.484694,1,323.0397258,161.7148747,1,308.553895,185.0070953,1,318.1018047,208.6946864,1,341.6366488,220.3402739,1,370.6101809,209.0705781,1
4985,345.9236851,184.4198565,1,383.02092,184.373651,1,372.00228,160.7841964,1,348.0116472,151.3236759,1,324.0408839,161.3152943,1,309.6024463,186.3993306,1,318.2312479,209.5012646,1,343.5058682,222.411916,1,372.6709393,209.1643338,1
4986,345.3936577,184.0905623,1,383.3861914,183.8379552,1,371.7375836,159.9445808,1,348.8211575,150.1791418,1,323.6076341,161.6161947,1,308.6898104,185.7703543,1,318.8547156,210.8128362,1,343.0353265,222.8582368,1,372.3311815,209.5448675,1
4987,343.9037921,183.5141921,1,383.6866417,183.6334045,1,371.1478114,158.3330479,1,347.5508963,150.1918392,1,322.0247135,160.0829062,1,307.4938197,185.4252477,1,316.1758757,209.9115424,1,340.5442209,221.8075151,1,372.4855231,208.596242,1
4988,344.9359655,183.5331888,1,385.5851011,183.6831133,1,371.8381042,157.3316063,1,346.813547,149.1891899,1,321.5391965,159.6821201,1,307.3271255,186.1925383,1,317.0879822,210.4223452,1,342.8119571,223.623029,1,374.0373046,209.4716091,1
4989,345.0439239,183.3451378,1,385.5806103,183.8293786,1,373.6674573,157.7721531,1,348.4724605,147.7759309,1,323.5443497,159.1715183,1,307.3932638,185.3425956,1,317.6893063,210.3969665,1,342.1394727,223.57862,1,373.0377754,209.9916768,1
4990,346.4090643,183.4462867,1,385.1128016,184.3543391,1,374.4654508,158.1967888,1,348.9486069,149.1161308,1,323.8939166,159.7254739,1,308.6849174,183.2397041,1,319.2733307,210.2102604,1,345.2286129,223.4279666,1,375.6747992,209.9971929,1
4991,357.6847881,161.8142934,1,396.3011672,162.6153961,1,386.3497998,138.6972628,1,359.8004708,127.7517047,1,333.9059453,136.8856826,1,322.8208677,159.0809197,0.999999702,333.2938927,182.5462768,1,356.224601,194.0695729,1,384.0359426,184.2213502,0.999999762
4992,380.5433392,173.2276926,1,419.0182893,172.7579527,1,407.4351449,150.0220723,1,382.0937252,137.1356335,1,355.7451157,149.4915485,1,343.4554291,173.1818981,1,354.80904,197.0250559,1,379.2147379,208.438488,1,409.5720935,197.1419612,1
4993,384.4028635,183.4734604,1,422.5666447,181.0649713,1,411.2022033,159.8587132,1,387.4507843,147.0419164,1,362.9745746,159.4530089,1,347.0417256,184.487432,1,359.2278037,208.9577713,1,382.5165086,218.6453428,1,413.8232762,206.8606529,1
4994,1.055532455,0.596504688,4.76E-05,0.817258358,1.21260643,9.45E-05,0.145212173,-0.783111095,0.000202298,2.725877404,0.349406004,0.000169784,1.045318365,-1.370399475,7.24E-05,-0.007461071,2.850572705,0.000348657,2.227549314,0.505330086,3.10E-05,2.316837907,2.267766356,4.79E-05,-0.70016861,-0.365390301,1.07E-05
4995,0.75684762,1.864689589,2.98E-08,630.1652269,-0.152476311,2.09E-07,624.6637554,2.812943459,8.94E-08,3.734127581,1.431302547,2.98E-08,0.589645386,-1.328350544,5.96E-08,1.365990877,1.100279331,2.68E-07,4.035595853,1.669486284,5.96E-08,3.467139125,1.190183401,0,0.984493256,-1.477954865,0
4996,0.775536299,0.862876177,0.003405541,0.087433338,0.645880938,0.001871526,0.489139795,0.779732466,0.004366368,2.737503767,0.819944859,0.00164029,0.315694571,-2.09125948,0.002080172,0.718136787,2.205400109,0.005016357,2.833714247,0.453612328,0.001348674,2.846134067,1.937922716,0.000741452,0.043229342,-0.347306728,0.001118243
4997,398.4878109,175.7701471,1,433.0611305,174.6506433,1,420.5385697,153.0297804,1,397.6062849,140.6744261,1,374.8361611,154.6324577,1,363.0215039,177.537806,1,374.4200149,201.2831388,1,397.1477903,210.5853295,1,424.6521769,199.8170166,1
4998,373.8732653,165.9168553,1,408.469214,165.5705463,1,397.9473615,143.8006406,1,375.8088105,132.7752594,1,351.3462369,145.7605252,1,337.3263054,168.1409469,1,347.5162416,191.7545209,1,370.2975674,202.3266344,1,398.7580297,191.7836571,1
4999,338.2129183,178.6744132,1,376.8985562,176.8986707,1,365.5729102,152.3065667,1,341.115881,143.0867088,1,315.0012879,154.9916883,1,300.0014401,178.8555388,1,312.0091972,205.1399746,1,335.1376131,214.460773,1,365.5906109,201.3536844,1
5000,359.4002202,162.1997285,1,399.0609632,161.8460484,1,385.9097281,139.7683582,1,360.0873861,128.8408432,1,332.3960007,139.9862905,1,320.3245778,162.5362072,1,331.4431306,186.0706792,1,357.1097203,196.9474974,1,385.9111638,184.6453915,1
5001,365.9043941,164.4382526,1,411.4994966,165.5360609,1,396.3871372,136.9126472,1,369.1284585,126.3843644,0.999999881,342.9556615,139.1764232,0.999995828,331.7447208,164.7017778,1,342.650171,189.6863009,1,368.171603,204.4886442,1,398.7194805,192.3852565,0.999999881
5002,0.535861969,1.614200115,5.96E-08,631.4298105,0.680427074,9.83E-07,0.10233593,2.291147709,1.49E-07,2.365540504,1.040699959,8.94E-08,0.944046021,-2.086565495,1.79E-07,0.642649651,2.355620384,2.09E-07,3.604152203,1.435315371,0,3.991039948,3.147509158,2.98E-08,-0.410562992,-0.47051239,2.98E-08
5003,628.7562623,5.171450257,2.98E-08,630.2060046,-0.194573879,8.94E-08,-0.414302349,0.7223351,5.96E-08,1.321341991,1.030783415,5.96E-08,0.451489687,-2.01943922,2.98E-08,-0.162270069,2.289669156,8.94E-08,3.297641695,1.143559456,2.98E-08,2.876713514,1.92593956,0,0.291748285,0.16409111,0
5004,0.661411285,232.5116615,6.85E-05,0.754887342,234.8641951,2.38E-06,0.502038002,234.769495,2.24E-06,0.033805609,235.9199919,5.69E-06,1.553664684,231.0667591,3.40E-06,3.709248275,234.5429485,9.75E-06,4.103826493,232.4384491,3.28E-07,0.899251223,232.044091,9.54E-06,1.562964916,234.3783739,2.15E-06
5005,342.2061198,174.3024213,1,375.9635565,175.1455269,1,369.83464,148.0785461,1,349.7422806,139.1898514,1,327.4943967,153.512239,0.999911785,313.5884371,172.9148514,1,317.4025654,199.8208468,0.999994397,336.4491057,211.4399087,1,362.8458936,204.2748937,1
5006,329.3949089,177.9078221,1,366.0329642,175.9623692,1,358.1349046,151.7430358,1,332.8312832,140.6240616,1,308.5235927,154.618412,1,291.5919589,178.4182706,1,299.7962394,204.7640387,1,325.4242449,214.9932065,1,356.0578846,200.9194822,1
5007,353.8556452,157.9195234,1,392.0966587,156.4991674,1,381.8683389,133.1976784,1,356.8216196,122.3462267,1,330.6310534,136.0312543,1,315.7174792,158.7075124,1,326.4783819,182.8322866,1,349.8278407,192.6298709,1,380.4557791,180.5981978,1
5008,375.6080348,148.0239058,1,413.8751202,147.5033159,1,400.344975,124.962062,1,375.7568884,114.3870506,1,350.2426608,126.3751786,1,335.1692369,147.7349439,1,347.05509,172.3484287,1,371.9796104,183.3504672,1,401.5974131,172.8407059,1
5009,365.7003307,152.3042655,1,403.5724545,151.8398471,1,392.490643,129.6981292,1,367.4092207,115.6870971,1,340.8898026,129.341846,1,325.6188736,154.0255489,1,337.3094373,177.9670138,1,362.6101128,189.6918383,1,393.4655275,176.582788,1
5010,0.40652585,1.484579563,6.67E-05,1.540788412,0.787703037,2.12E-05,-0.172600746,1.094422817,5.27E-05,3.028290987,1.467315197,3.01E-05,-0.576208591,-2.493536949,3.85E-05,1.32776165,2.288992286,8.13E-05,3.662326306,0.151231766,9.63E-06,3.699639291,2.017977476,8.14E-06,0.237661362,-0.8934865,6.05E-06
5011,0.264938116,0.709066153,6.85E-07,1.139417648,0.11518693,4.77E-07,0.456630707,1.003630161,1.16E-06,5.217487335,1.771479607,6.26E-07,-0.888516903,-3.408188343,8.64E-07,0.029660702,1.745050192,1.97E-06,2.417007685,1.772564173,1.79E-07,4.113798536,1.547549248,4.77E-07,-0.25222683,0.008516788,1.19E-07
5012,409.8538775,162.5892851,1,440.9367461,163.5287098,1,428.4157175,144.1240096,1,407.173007,132.4794644,1,391.7060556,140.6917161,0.99999994,383.5143881,160.0963254,1,391.9994268,180.9657866,1,415.0811691,192.9216216,1,436.6125028,185.089591,1
5013,388.4536667,149.2246696,1,426.140789,149.3195273,1,414.6257927,126.3309333,1,388.1865491,112.5138679,1,364.7941105,127.215167,1,355.8038474,146.7019444,1,365.5911777,170.7550092,1,388.0534181,183.5776148,1,416.5060596,174.8472955,1
5014,363.0220866,158.1110096,1,396.5588627,156.0424061,1,386.6190295,136.2228441,1,364.5172042,125.6581235,1,342.7819571,135.5829878,1,327.287173,157.7589822,1,334.6200931,180.9683648,1,359.4789691,191.3608451,1,386.486274,179.4256644,1
5015,368.9751191,148.9680843,1,404.1195068,148.7921095,1,393.8469825,127.7674663,1,371.3424211,116.9325457,1,348.1752434,127.2019644,1,332.42844,149.4586401,1,342.5009944,171.0045671,1,365.2324997,181.9065859,1,392.8374767,171.8841705,1
5016,366.1596704,150.3912985,1,401.8995867,149.3459865,1,391.142041,128.590045,1,367.0327075,118.004271,1,344.2709336,128.0801163,1,330.0109458,150.3538556,1,339.8999634,173.2991199,1,362.381125,183.4448838,1,390.4726877,172.4294851,1
5017,372.7725687,142.6289616,1,409.7028813,142.2619598,1,398.8520401,121.4062557,1,374.0515795,109.8727155,1,351.0318813,121.34835,1,335.8594646,143.7722251,1,345.5168562,165.0436019,1,369.1705532,176.2221556,1,397.2766401,166.4124165,1
5018,366.3542221,151.0622923,1,402.285274,150.6809494,1,391.0559192,128.4804425,1,367.6630285,118.4617999,1,344.087822,128.7149353,1,330.5781145,150.8911283,1,340.8565283,174.6806698,1,363.3018703,185.313446,1,391.1877394,173.8083175,1
5019,367.9341888,163.5377417,1,403.6331101,162.910368,1,392.5487905,141.7067065,1,370.0404959,130.0424223,1,345.2541018,140.5232677,1,330.3054619,163.952354,1,340.5338497,185.5760632,1,364.9159346,198.5139062,1,393.4905615,186.9159284,1
5020,-0.232201576,-0.296116352,2.76E-05,1.529798508,0.813993931,9.92E-05,0.229650259,-0.132400513,0.000138015,4.506223083,0.033357859,2.91E-05,-0.020384789,-2.423161983,8.24E-05,-0.217894554,2.900221705,0.000489026,3.594605982,1.868097782,1.47E-05,3.627838165,1.089278698,2.74E-05,1.25137043,0.110147715,6.79E-06
5021,-0.447199345,1.329913616,3.04E-06,1.874122143,-0.212607384,9.72E-06,-0.809650898,1.163634539,1.36E-05,5.164732695,0.347004175,5.66E-06,-0.15473032,-2.02759409,1.09E-05,0.566462517,3.749885172,3.97E-05,3.620566607,1.644862652,1.31E-06,5.050927401,1.66384244,2.21E-06,-0.021559238,-0.512608051,6.26E-07
5022,372.6067558,201.7911553,0.999638081,402.1646032,201.01508,0.089610606,393.7574027,178.3807049,0.982620478,374.5881469,165.5724475,1,356.1368315,175.0792074,0.999981046,347.3574111,196.0022389,0.613941073,359.2718539,218.887711,0.002176642,371.6240139,217.8811319,0.005606353,382.9221094,219.0987325,0.030445576
5023,350.4189069,192.3775644,1,386.8251772,190.6845293,1,377.5915499,169.0070758,1,354.2416697,159.8483353,1,330.935977,170.9803824,1,315.7184734,192.9232402,1,323.3806391,217.1808524,1,349.3521281,228.2664394,1,376.4483051,215.1289241,1
5024,348.174279,178.8869157,1,382.9671657,177.8320727,1,371.4471126,157.8596207,1,349.7681562,146.9030356,1,327.4746199,158.5466652,1,313.5019765,179.9240332,1,322.3485726,203.746357,1,345.5821161,211.9781098,1,372.4516992,200.3539777,1
5025,352.2523522,172.3259668,1,389.8095369,169.7479224,1,380.4523376,145.7949491,1,356.6198248,135.918231,1,332.835526,149.6371107,1,315.7588854,173.4029055,1,323.083599,196.65277,1,348.2665653,209.2598672,1,379.7072951,196.4585848,1
5026,0.615540743,1.060366869,8.94E-08,1.249748468,-0.358500004,1.79E-07,0.574072838,2.058328867,2.38E-07,3.124471426,0.050436735,2.09E-07,0.179591894,-0.647179127,1.79E-07,-0.174993515,2.862255812,1.22E-06,3.147177875,1.66127944,5.96E-08,4.706352174,2.332434893,2.09E-07,0.250402451,-0.239737988,8.94E-08
5027,-0.906567097,1.274328947,3.83E-05,0.576850176,0.756669998,8.85E-05,-0.346542835,1.362064362,8.16E-05,3.940143928,-0.33893013,4.23E-05,0.696050882,-1.753944874,7.33E-05,1.100516558,2.702646136,0.000278711,3.486280739,1.621748686,3.53E-05,3.727401137,1.188933849,1.47E-05,0.242731333,-0.887868881,1.98E-05
5028,341.5725117,182.936506,1,383.7240911,181.346693,1,370.510366,157.4236492,1,344.7677832,142.9464028,1,321.0533533,157.5545337,1,305.68822,180.2677059,1,314.2206206,207.9285998,1,341.8279926,220.7334824,1,370.9520726,209.3206482,1
5029,355.0001549,163.4816079,1,389.5244424,161.7264161,1,380.7730793,140.5974207,1,357.195136,127.7625573,1,333.8058478,142.1640108,1,317.7008097,164.7238131,1,329.4133344,187.9706812,1,351.3725929,198.8849506,1,379.0596159,186.1933603,1
5030,362.0821239,157.6293573,1,395.2523397,156.9063644,1,388.1340904,133.8022836,1,365.2337605,122.5969442,1,343.1096513,134.6010828,1,327.1311593,156.0674604,1,333.6529535,179.896595,1,360.6831546,191.7949023,1,387.7656121,178.9623132,1
5031,398.4148245,157.7979418,1,431.9418337,159.0571079,1,419.8523174,138.4868288,1,398.4955933,125.2480221,1,376.9016314,134.9278204,1,362.9005622,157.236598,1,372.9540238,179.0114532,1,396.9746103,190.7147686,1,422.2158642,180.6175299,1
5032,378.0952835,163.8875318,1,409.5008156,163.3176928,1,400.3732214,143.0802076,1,378.8987608,130.5953321,1,357.6597754,140.9059792,1,342.7116368,163.7245069,1,352.3365035,185.9928517,1,375.6664007,195.113482,1,400.4284854,185.7398291,1
5033,366.2299359,157.1256018,1,401.9739799,155.8523402,1,392.1312504,135.1164796,1,367.297153,123.1850905,1,343.5444896,134.583375,1,329.7893739,157.2916008,1,339.7021963,179.2151079,1,363.5934563,191.6877875,1,391.5045953,179.5396811,1
5034,370.139739,167.8488359,1,403.881938,167.1291504,1,393.3940864,144.8005695,1,371.5739002,135.9222007,1,347.5331023,147.235271,1,338.8290157,168.446815,1,349.1912841,188.729784,1,369.4375744,200.2076163,1,394.9747863,189.1931477,1
5035,-0.351257324,0.338486671,3.58E-07,0.886940241,-0.741748333,1.55E-06,-1.192445755,1.155069351,2.12E-06,3.996932816,-0.05804348,1.34E-06,-0.287889957,-0.297966003,1.85E-06,-0.145943165,3.201950371,6.65E-06,2.800311565,1.792025566,2.38E-07,3.613590837,1.358392954,5.66E-07,0.844695807,0.354175806,2.38E-07
5036,0.798546553,1.102547407,0.000512868,0.902251005,0.335014343,0.000226766,-0.078081131,0.324971676,0.000894278,2.44762373,1.602352142,0.000421405,-0.769226551,-1.404384613,0.000790209,0.080491066,3.630737275,0.001400441,3.679362208,-0.149533272,0.000698656,3.647403896,1.879987478,0.000253916,-0.0832057,-0.191822529,0.000327617
5037,387.0443348,202.7158271,0.999999285,421.2171113,200.7448521,1,412.8184707,181.5073228,1,393.3014481,171.4850526,1,369.0160208,180.5823764,1,355.7009274,201.2119372,0.989036322,371.1980126,225.0500309,0.997939706,386.6879076,229.2893482,0.99998939,408.5165181,222.5630045,0.778019428
5038,342.8337116,196.9419737,1,377.5437827,195.8697758,1,368.9611678,173.2297573,1,347.283693,162.7020502,1,324.7479522,173.2760849,1,305.9006362,196.2977686,1,315.3970432,220.495491,1,341.5557613,231.4851639,1,367.166234,221.595562,1
5039,325.7319695,196.6033621,1,360.5900187,196.9676161,1,351.5049062,174.664762,1,330.5317346,164.8739319,1,309.0361423,174.0437293,1,290.9748151,195.2094712,1,298.8420839,218.1431942,1,323.6719608,229.3027588,1,349.8700236,222.1676745,1
5040,328.136941,185.2097583,1,360.7910609,185.3438988,1,353.9714155,163.6345201,1,332.5205908,153.6852942,1,310.41558,164.0957184,1,294.0628786,184.9868784,1,302.6899154,207.9482667,1,325.1069386,217.9808359,1,350.5079997,206.1468415,1
5041,336.1878948,175.5101044,1,371.5414467,175.1708522,1,362.4798679,154.0989242,1,340.2200975,143.1213057,1,317.2611827,153.2992287,1,301.0714633,175.4348464,1,309.9764404,198.6295781,1,333.5864183,210.9090934,1,360.6378498,198.6178727,1
5042,-0.211746693,0.730108261,1.31E-06,1.458637953,0.294857979,8.94E-07,-0.09590435,1.352071047,1.94E-06,2.977210999,-0.511680603,1.61E-06,0.37640667,-1.454515457,1.43E-06,-0.65407896,2.905704379,1.15E-05,3.374722481,1.702941418,1.16E-06,4.148272261,2.766952157,1.40E-06,1.392471313,-0.200555801,1.19E-07
5043,0.365878582,0.981042862,2.68E-07,1.656288385,-0.221785069,5.36E-07,-0.000345707,1.72066474,9.83E-07,4.637226403,0.760943413,3.87E-07,-0.208823204,-1.19108057,1.19E-06,-1.135362625,4.849565327,5.25E-06,4.008533359,2.218148112,1.49E-07,4.177751616,1.010590315,3.58E-07,0.338378668,0.472388983,8.94E-08
5044,1.238731861,1.245909452,1.06E-05,0.799772263,0.957097292,4.87E-05,0.843693018,0.236996651,5.00E-05,3.924284033,1.042262793,2.04E-05,0.385278225,-1.444501877,3.54E-05,0.073323488,3.262086451,7.13E-05,3.61313954,1.228895903,9.15E-06,4.174336791,1.766268015,6.88E-06,0.478847265,-0.144032955,5.99E-06
5045,334.9054222,205.0677066,1,364.956207,207.2503357,1,356.9393587,186.9488382,1,340.3883614,179.9418726,1,215.5457802,135.0282755,1,195.2592916,160.3705177,1,206.6778278,190.7270813,0.998804927,327.3182616,243.6690993,0.999935985,354.4221671,227.2343455,0.999994457
5046,323.7176232,200.8912253,1,352.0972157,198.9377344,1,347.5658302,178.7440543,1,328.4306312,168.5362082,1,307.7239691,178.4591527,1,294.4794772,200.4487405,1,300.5565262,225.9066482,1,322.3835468,232.2686944,1,343.1189992,221.7054043,1
5047,335.5689292,180.9994116,1,367.2444346,180.85429,1,361.4055538,160.5860243,1,339.9803376,150.960408,1,319.5781331,162.4908261,1,304.1285639,180.6828594,1,310.232655,204.704813,1,333.133127,213.2584124,1,356.0044189,203.3255262,1
5048,333.2822866,176.2097225,1,366.7818847,175.6214571,1,358.7156923,155.4459238,1,338.009491,144.6136346,1,315.3598499,154.505137,1,299.1859136,175.7671621,1,308.2752228,199.9465857,1,330.5064263,209.5826707,1,355.3485241,197.9412522,1
5049,1.104619026,1.801124573,0.004797131,1.524293661,1.21342206,0.001949489,-0.070966244,0.266925097,0.005031705,3.288062096,1.582240105,0.002137542,-0.066083908,-1.272464275,0.002435565,0.434103012,2.970322609,0.007601976,4.111244477,1.421621323,0.001224369,3.33320874,2.332583904,0.000889182,0.663428783,-0.498099327,0.000980288
5050,-0.407521248,0.284669638,1.01E-06,0.722635746,-0.59845829,5.07E-07,0.124971151,1.233957767,1.01E-06,3.477837384,0.773839235,7.75E-07,-0.154014587,-1.244059563,1.55E-06,-0.604352474,3.565494537,3.76E-06,3.387307882,1.605182886,4.47E-07,3.296479166,2.547719598,8.34E-07,-0.446448326,0.553483963,4.77E-07
5051,0.310831547,0.696394444,0.000193864,2.084373832,-0.822068214,0.000175267,0.05852294,0.051236391,0.000487894,3.80004172,-0.300499916,0.000168532,-0.997098446,-2.736579418,0.000304818,0.268146038,3.61150825,0.000475764,2.81309247,-0.290716171,0.000107169,4.822714448,1.248764515,0.00012368,-0.96637249,-1.291636467,6.52E-05
5052,-1.101302147,1.145751953,2.13E-05,0.710496426,1.38860631,3.00E-05,-1.072994709,-0.076543331,7.74E-05,5.120378852,-2.67155695,2.49E-05,0.144336939,-2.180872917,3.67E-05,0.726974249,3.51078251,0.000129253,1.526771069,-0.038083076,1.21E-05,3.986172285,0.779033184,7.93E-06,-0.005894661,-1.083166122,2.44E-06
5053,393.6780934,162.6390424,1,428.7514547,163.5090756,1,417.7514319,143.4428194,1,395.7418834,130.2916517,1,372.1908391,138.5026612,1,357.413054,160.4292488,1,365.2915372,182.9265115,1,391.7565887,195.3924952,1,418.7973373,186.317821,1
